fold_id,cv_tag,html_id,sent_id,text,tag
8,cv819,9364,9,"unfortunately , one of the most revealing and rather insulting choices by the filmmakers ( one that seven , a film a lot like this one , knew not to make ) was to put the name of the killer in the opening credits .",pos
8,cv819,9364,10,"that may give the actor credit for the role , but throughout the film , hidden in my mind , i was waiting for him to appear on screen , which spoiled the mystery .",pos
8,cv819,9364,11,"however , credit must be given to the director for suspending this knowledge through most of the film .",pos
8,cv819,9364,12,"plotwise , kiss the girls shows almost no originality .",pos
8,cv819,9364,13,"we are introduced to detective alex cross ( morgan freeman ) , a forensic psychologist , and immediately we are given the cliched scene establishing him as the hero .",pos
8,cv819,9364,14,he gets a call about a woman who has shot her husband and is now threatening to kill herself .,pos
8,cv819,9364,15,"obviously cross succeeds at getting the gun , but this scene is quickly forgotten during the next scene .",pos
8,cv819,9364,16,"at his house , cross is told that his neice , naomi ( gina ravera ) , has been missing for four days .",pos
8,cv819,9364,17,"this provides the motivation for cross to find the killer , but we are never given a chance to establish the relationship between the two , and as a result , we can't sympathize with detective cross .",pos
8,cv819,9364,18,"however , what makes kiss the girls slightly original is the introduction of one of the abductees . . .",pos
8,cv819,9364,19,before she is abducted .,pos
8,cv819,9364,20,"dr . kate mctiernan ( ashley judd , the actress of the judd family ) is a smart , athletic woman , and because of these traits , becomes a target for casanova--what the serial killer likes to call himself .",pos
8,cv819,9364,21,"because of these character-developing scenes , we care for mctiernan , making the abduction scene all that more suspenseful .",pos
8,cv819,9364,22,"after being abducted , mctiernan wakes up and finds herself in a cell somewhere in the woods .",pos
8,cv819,9364,23,"remembering that the killer gave her certain rules , she decides to break one of them by calling out .",pos
8,cv819,9364,24,"when casanova comes to punish her , she breaks out and escapes by jumping over a waterfall .",pos
8,cv819,9364,25,"after she is found , she begins to help cross find his neice .",pos
8,cv819,9364,26,"from this moment on , kiss the girls takes on the form of every other serial killer film , as the two leads search for the rest of the victims held captive .",pos
8,cv819,9364,27,"many people will compare this film to 1995's seven , another killer film starring morgan freeman , but i presume that the similarities are intentional .",pos
8,cv819,9364,28,"the screenplay , by david klass , is adapted from the novel written by james patterson , and yet i don't quite see how this story could have worked in novel form .",pos
8,cv819,9364,29,what makes kiss the girls so good is the acting and the technical and visual impressiveness .,pos
8,cv819,9364,30,"the cinematography , by aaron schneider , is reminiscient of seven , and sometimes i felt that many of the shots were trying too hard to impress us .",pos
8,cv819,9364,31,sometimes a simple shot is the best one .,pos
8,cv819,9364,32,"however , many of the shots are stunning , and unlike seven , most of them take place during the day , in sunlight .",pos
8,cv819,9364,33,"the scene when ashley judd is running through the forest is extremely well done , in more than one way .",pos
8,cv819,9364,34,"the camera work is terrific , but the editing makes this scene work so well .",pos
8,cv819,9364,35,"the chaotic and mtv-type cutting gives the audience a sense of confusion and unawareness , exactly what judd's character is experiencing .",pos
8,cv819,9364,36,"however , the best aspect of kiss the girls is its actors .",pos
8,cv819,9364,37,morgan freeman is one of today's most powerful and believable actors .,pos
8,cv819,9364,38,"detective cross is a very good character for him , although it is just a similar one to the character in seven .",pos
8,cv819,9364,39,"because of freeman's powerful presence , he carries half the film by himself .",pos
8,cv819,9364,40,"the other half is carried by ashley judd , one of today's most promising dramatic actresses .",pos
8,cv819,9364,41,"in fact , her performance is better than freeman's , if that is even possible .",pos
8,cv819,9364,42,"her character is more original than freeman's , and she handles it wonderfully .",pos
8,cv819,9364,43,we finally have a female character in a movie like this who does more than just scream .,pos
8,cv819,9364,44,"the supporting cast is highly underdeveloped , but the cast members do as much as they can with it .",pos
8,cv819,9364,45,"cary elwes portrays a cop in north carolina , and unfortunately has scraps for a character .",pos
8,cv819,9364,46,"tony goldwyn fairs slightly better , but we don't really get to know his character either .",pos
8,cv819,9364,47,"gina ravera gives a good performance , but again she isn't in many of the scenes .",pos
8,cv819,9364,48,"so as a result of all these small supporting parts , the weight of the film lies on the two leads , and they do a phenomenal job .",pos
8,cv819,9364,49,"some of the best acting of this genre , and some of the best acting of the year .",pos
8,cv819,9364,50,two other essential aspects of the film are quite good .,pos
8,cv819,9364,51,"director gary fleder does a good job of controlling his actors , but the second half of the film loses believability , especially during the revelation of the killer .",pos
8,cv819,9364,52,"he also doesn't handle the suspenseful scenes as a better director would have , losing a lot of tension during many scenes .",pos
8,cv819,9364,53,"however , to his credit , he does manage a terrific first half .",pos
8,cv819,9364,54,part of the blame falls on david klass .,pos
8,cv819,9364,55,"i'm sure the book developed many of the lesser characters more , but klass focuses on the two main parts .",pos
8,cv819,9364,56,"while this may give the two leads more screentime , many of the small characters are one-dimensional , and the killer , when revealed , is extremely implausible .",pos
8,cv819,9364,57,"thanks to the smart dialogue adapted from the novel , kiss the girls always seems intelligent .",pos
8,cv819,9364,58,"none of the conversations are laughable , and all move the plot forward without seeming forced .",pos
8,cv819,9364,59,one of the biggest problems i had with the movie was the motive of the killer .,pos
8,cv819,9364,60,"i blame this mainly on the casting director , because the killer's motive is because of rejection from women ( or so i assume from the opening monologue ) , but the killer himself is very attractive ( one of my friends is a , shall we say , big admirer of the killer ) .",pos
8,cv819,9364,61,"kiss the girls is rated r for terror , violence , language , and suggested sex .",pos
8,cv819,9364,62,"with all the implausibilities of this film , and with the mediocre second half , kiss the girls somehow manages to thoroughly entertain .",pos
8,cv819,9364,63,"in fact , i had the urge to see it again just for the performances .",pos
8,cv819,9364,64,"the cinematography adds a lot of mood to the already creepy tone , and the script is usually smart .",pos
8,cv819,9364,65,this is clearly one of those movies which rely on the acting to pull it through .,pos
8,cv819,9364,66,"morgan freeman is possibly today's most convincing actor , and ashley judd adds another notch on her acting belt .",pos
8,cv819,9364,67,i must also say that i loved the ending .,pos
8,cv819,9364,68,"the showdown between good and evil was quite tense , and the resolution of the scene makes almost anyone cheer .",pos
8,cv819,9364,69,"perhaps it may not be possible , but most of the film isn't anyway .",pos
8,cv820,22892,0,i was originally going to give the spanish prisoner two and half stars .,pos
8,cv820,22892,1,"from my first viewing , i noticed that david mamet's film was intense and clever at times but boring and cliched at other times especially at the beginning .",pos
8,cv820,22892,2,"from my second viewing however , i noticed that mamet's script was actually a masterpiece .",pos
8,cv820,22892,3,"the spanish prisoner , like the usual suspects or chinatown , begs for the viewer's complete attention .",pos
8,cv820,22892,4,"miss a scene or even a small detail , and you could miss the meaning of the entire film .",pos
8,cv820,22892,5,"also like the aforementioned films , it rewards its viewer for paying attention by delivering a surprising and memorable ending .",pos
8,cv820,22892,6,mamet is success doing again what he once tackled in 1987 when he wrote and directed house of games .,pos
8,cv820,22892,7,"like his past gem , the spanish prisoner fools the audience as much ( or even more ) than the victim .",pos
8,cv820,22892,8,"because we were deceived just like the victim , we feel a strong attachment to the main character and consequently are more interested in the film .",pos
8,cv820,22892,9,"mamet has the talent of not completely ending a film gift wrapped , but rather leaving some ambiguity towards the end .",pos
8,cv820,22892,10,"the power that he has in forcing the viewer to determine who the good guys and bad guys are once the film is over , without giving a right answer , is unique and ingenious .",pos
8,cv820,22892,11,the spanish prisoner will leave you seriously puzzled and intrigued .,pos
8,cv820,22892,12,"after seeing the film again , i noticed that the details mamet uses are so incredibly accurate it is frightening .",pos
8,cv820,22892,13,"his direction is very subtle ; as he leaves so many clues explaining what is going on and who is who but it is still very difficult to tell what exactly is happening even if you see all of them , or think you see all of them .",pos
8,cv820,22892,14,"the story follows a young up and coming businessman , joe ross , ( campbell scott ) who has just created a mysterious and lucrative "" process "" that everyone is trying to get their hands on .",pos
8,cv820,22892,15,"soon ross does not know who he can trust or who is after his "" process . """,pos
8,cv820,22892,16,"through his journey ross meets a number of mysterious characters : the rich and popular jimmy dell , a secretary who has a huge crush on ross , and ross' boss mr . klein .",pos
8,cv820,22892,17,"played by steve martin , rebecca pidgeon , and ben gazarra respectively , the supporting cast is very solid especially martin , who deserved an oscar nomination for his commanding and manipulative role .",pos
8,cv820,22892,18,"the most interesting character in the film , though , was campbell scott's joe ross .",pos
8,cv820,22892,19,the character's transformation from an ingenuous and polite rookie to a paranoid veteran is very apparent and justifiable .,pos
8,cv820,22892,20,"david mamet's script is so interesting because we know people don't actually talk like the characters in the film , yet we feel so connected to some of them .",pos
8,cv820,22892,21,his beguiling style could fool any viewer up for the challenge .,pos
8,cv820,22892,22,"this is a must see , for those interested in solving a complex puzzle of a movie .",pos
8,cv821,29364,0,"an unhappy italian housewife , a lonely waiter , a goofy masseuse , lots of love , and gorgeous scenery all come together in bread and tulips , which proves charming despite its covering of predictable , well-worn material .",pos
8,cv821,29364,1,"the story concerns the aforementioned housewife , rosalba barletta ( licia maglietta ) who accidentally becomes separated from her immediate family while on vacation .",pos
8,cv821,29364,2,"instead of waiting for a ride home , rosalba opts not to go home to her italian town , but to instead hitchhike to venice .",pos
8,cv821,29364,3,"upon arriving , she tells her self-centered husband , mimmo ( an excellent antonio catania ) that she'll be home in a few days .",pos
8,cv821,29364,4,"of course , that doesn't happen , as rosalba quickly gains a level of independence that has been unattainable in her past life of scrubbing floors and buying groceries .",pos
8,cv821,29364,5,"in what seems like days , she moves in with lonely , suicidal waiter fernando ( bruno ganz ) , gets a job as a florist , learns the accordion , and befriends her neighbor -- a wacky holistic masseuse named grazia ( marina massironi ) .",pos
8,cv821,29364,6,"rosalba , who is first seen wearing a gaudy stretch pants outfit , starts wearing sexy dresses and getting closer to fernando .",pos
8,cv821,29364,7,i can think of at least five other ( american ) movies ( including fried green tomatoes and an unmarried woman ) that are more than similar to bread and tulips .,pos
8,cv821,29364,8,"but maglietta and ganz , who act with restraint and care , help bread and tulips from becoming a tired retread .",pos
8,cv821,29364,9,"ganz plays the suicidal waiter role with a solemn , sometimes playful dignity that is a joy to watch , while maglietta never overreacts to her growing comfort with the outside world .",pos
8,cv821,29364,10,"throughout the movie , maglietta has an easygoing , confident demeanor , which makes it very easy to root for her and her growing attraction for ganz's character .",pos
8,cv821,29364,11,the gorgeous scenery of moonlit town squares and sparkling rivers provides a perfect love story backdrop -- you just might want to ask the attractive stranger in the seat behind you for coffee after the lights come up .,pos
8,cv821,29364,12,director and co-writer silvio soldini must get credit for sprinkling the movie with effective goofy humor .,pos
8,cv821,29364,13,"the cheap mimmo , desperate to find his wife ( after all , he needs his shirts ironed and his mistress won't do it ) , hires a job applicant ( giuseppe battiston ) at his bathroom supply firm to do the job .",pos
8,cv821,29364,14,the reason ?,pos
8,cv821,29364,15,mimmo discovers that the prospective plumber loves detective stories .,pos
8,cv821,29364,16,"the novice detective's various misfortunes , including him saying goodbye to his weepy mother , are very funny .",pos
8,cv821,29364,17,"unfortunately , there are flaws that somewhat spoil bread and tulips' cheery tone .",pos
8,cv821,29364,18,"rosalba is bothered by several surreal dreams during her time in venice , which bring the movie to a halt .",pos
8,cv821,29364,19,it's like putting a gunfight in a nora ephron movie .,pos
8,cv821,29364,20,"several details in fernando's life also never get proper closure , including his suicidal tendencies .",pos
8,cv821,29364,21,"early in the movie , he nearly hangs himself before rosalba knocks on his apartment door .",pos
8,cv821,29364,22,"after that , fernando's step towards death is never made reference to , probably because soldini wanted to include a lukewarm , underdeveloped subplot about fernando's stormy past .",pos
8,cv821,29364,23,it seems more like a desperate attempt to pump up the drama in a plot that doesn't need any .,pos
8,cv821,29364,24,but there aren't a lot of overwhelming negatives in bread and tulips .,pos
8,cv821,29364,25,"the movie is fun and romantic , with beautiful scenery and characters whose lives we'd like to live if we had the nerve . . .",pos
8,cv821,29364,26,or if our passports weren't missing .,pos
8,cv822,20049,0,"after the terminally bleak reservoir dogs and the brutally violent pulp fiction , jackie brown seems like something of a light-hearted departure for quentin tarantino .",pos
8,cv822,20049,1,it's more of a ho-hum heist story with characters that speak the tarantino language .,pos
8,cv822,20049,2,"luckily , his showcase of actors convert every morsel of possible enjoyment onto the screen , and jackie brown has no trouble entertaining the average viewer .",pos
8,cv822,20049,3,"the story introduces us to a street-wise black woman named jackie brown ( pam grier ) , a flight attendant who smuggles money and drugs from one destination to another .",pos
8,cv822,20049,4,she works for a bottom-of-the-barrel airline and receives a minimal salary .,pos
8,cv822,20049,5,"but one day , she is picked up by a pair of federal officials ( including michael keaton as the tough-nosed ray nicolet ) , and found with a handsome load of cash and a small bag of smuggled dope .",pos
8,cv822,20049,6,"jackie is working for a weapons dealer named ordell ( samuel l . jackson ) , who pays her bail money but suspects her of tipping off the feds about their operation .",pos
8,cv822,20049,7,"soon jackie and ordell are plotting a way to smuggle $500 , 000 through to them under nicolet's nose , with the help of ordell's oaf of a partner ( robert de niro ) and drugged-out lady friend ( bridget fonda ) .",pos
8,cv822,20049,8,"also entering the picture is a bail-bondsman named max cherry ( robert forster ) , who takes a liking to jackie and agrees at one point to make the situation even more complicated ( how i won't say ) .",pos
8,cv822,20049,9,"the big drop-off is undoubtedly the high point of jackie brown , in which numerous double-crosses take place and many clothing store bags ( filled with cash ) switch hands .",pos
8,cv822,20049,10,"it's unfortunate that tarantino takes his sweet time getting there , and doesn't offer anything extremely compelling while doing so .",pos
8,cv822,20049,11,"there are , as always , amusing exchanges between characters .",pos
8,cv822,20049,12,"the funniest repartee is between de niro and fonda , as he becomes annoyed with her constant bickering while making fun of his iq , or lack thereof .",pos
8,cv822,20049,13,the most interesting relationship is between max and jackie .,pos
8,cv822,20049,14,a 56-year old white bail bondsman and a 44-year old black flight attendant with believable chemistry ?,pos
8,cv822,20049,15,you've got to commend the acting .,pos
8,cv822,20049,16,jackie brown is a seriously dragged-out exercise enlivened by such fine acting .,pos
8,cv822,20049,17,"the film clocks in at a lengthy 2 hours , 35 minutes .",pos
8,cv822,20049,18,"tarantino's talky style manages to hold your attention heavily , but there are more than a few dramatic lapses and crucial lulls in the storyline .",pos
8,cv822,20049,19,"also , fans of the director should be prepared for a lighter side to appear .",pos
8,cv822,20049,20,"jackie brown has four major shootings , and two of those take place mostly off-screen , so don't be expecting a typical tarantino bloodbath .",pos
8,cv822,20049,21,"you can expect frequent foul language , mostly coming way of ordell , who ( much to the dismay of spike lee ) uses the `n' word as part of his regular vocabulary .",pos
8,cv822,20049,22,the acting is the glue that holds everything together .,pos
8,cv822,20049,23,"grier , making a sudden comeback from her reign in the 1970's , is more than adequate for the title character .",pos
8,cv822,20049,24,"in fact , she's flat-out great .",pos
8,cv822,20049,25,"another comeback comes from former tv star robert forster , who does a grand job as max cherry , and is perfectly cast in doing so .",pos
8,cv822,20049,26,"michael keaton makes his presence felt , albeit in small but dignified moments , and de niro is ideal in playing the lug-head who goes over the edge .",pos
8,cv822,20049,27,"speaking of that , bridget fonda has relatively little to do as ordell's bikini-clad beach babe , and yet she manages to look fairly occupied .",pos
8,cv822,20049,28,there's not a single sign of misplaced dialogue or snubbed line throughout the entire movie .,pos
8,cv822,20049,29,which is a life-saver for mr . tarantino .,pos
8,cv822,20049,30,"the story barely holds together in the meantime , and we merely get a small tremor whenever there should be a defeaning earthquake .",pos
8,cv822,20049,31,but oh well .,pos
8,cv822,20049,32,"jackie brown manages to be an enjoyable detour from quentin tarantino , even if it is lacking the glaring and original bite of his previous work .",pos
8,cv822,20049,33,let's just hope that the director hasn't gone soft on us .,pos
8,cv823,15569,0,"upon taking a seat at the theater , and surveying the crowd , i soon realized that i was the only person under forty in the premises .",pos
8,cv823,15569,1,"i'm twenty-two , but have been accused of looking sixteen .",pos
8,cv823,15569,2,"yet as the film began , any consciousness of setting shifted to the home of five close-knit , yet troubled sisters .",pos
8,cv823,15569,3,"director pat o'connor ( inventing the abbots , circle of friends ) weaves a quiet yet affecting tale of loss , need , and the bonds between five sisters .",pos
8,cv823,15569,4,"the family is ruled by kate ( meryl streep ) , an unconsciously strict schoolteacher , who is completely conscious of the deterioration of her family .",pos
8,cv823,15569,5,"there is very little background given to the viewer , as we are thrust into a tense but loving home .",pos
8,cv823,15569,6,"squabbles take place one after the other , caused by years and years of history .",pos
8,cv823,15569,7,"perhaps one of the best things about this film , is its naturalness .",pos
8,cv823,15569,8,"no situation is over-wrought , and characters react as real people do , to real problems .",pos
8,cv823,15569,9,this probably is a result of the film being from a stage play .,pos
8,cv823,15569,10,the play was in turn is based on a time in the life of the playwright .,pos
8,cv823,15569,11,"what seems to be an underlying theme are the pagan rituals and dances of peoples , both in lughnasa and africa .",pos
8,cv823,15569,12,"in fact , dance seems to be the glue that holds the family together and most expressively shows their closeness .",pos
8,cv823,15569,13,"legs tap , and bodies sway even in the midst of impending disaster .",pos
8,cv823,15569,14,"only after the music stops , and the characters stand breathing heavily do we sense any trouble .",pos
8,cv823,15569,15,"in the quiet after the music we muse that it's sad that music has to cease , and families falter .",pos
8,cv823,15569,16,"the movie is framed by a scene of michael mundy , the narrator of the movie , as a young child flying a kite .",pos
8,cv823,15569,17,"he trips over a bump and loses hold of his string , and the kite floats off farther into the distance .",pos
8,cv823,15569,18,"drawn on the white diamond of the kite is a face that looks at once pained , and at another glance mischievous .",pos
8,cv823,15569,19,"the mundy family itself follows a similar fate to that of the kite , and kate's hold of the family isn't strong enough to hold off the winds of change .",pos
8,cv823,15569,20,"as michael stands , staring at his kite fly away , we hear the adult michael , looking back at the season that his world changed forever .",pos
8,cv823,15569,21,"the movie is not overpowering , but it gives us a beautiful window into the life , love , and trouble of a household of lonely women .",pos
8,cv823,15569,22,"note : this is the first movie review i've ever written , any responses on it would be greatly appreciated .",pos
8,cv823,15569,23,: ),pos
8,cv824,8838,0,"in may of 1977 , just 2 years after steven spielberg's success with jaws and 3 years after francis coppolas' the godfather , a risky , ambitious young director named george lucas went for the same unpredictable box office success .",pos
8,cv824,8838,1,little did he know that star wars would become the greatest science fiction epic in the history of film .,pos
8,cv824,8838,2,"in january of this year , lucas re-released star wars on its 20th anniversary .",pos
8,cv824,8838,3,"in this new , remastered version , the added effects , which range from leathery desert beasts inserted into already existing shots to an awkward new scene in which hans solo bargains his way out of a jam with a computer-generated jabba the hutt , don't do much but call attention to themselves .",pos
8,cv824,8838,4,"other than these , the film is exactly the same .",pos
8,cv824,8838,5,"why pay to see it in the theaters , you might ask ?",pos
8,cv824,8838,6,"simply because when this movie was released , most of us were a few years short of being born .",pos
8,cv824,8838,7,"we should all get up and go to the movies for the experience , especially if you haven't seen it .",pos
8,cv824,8838,8,"the plot is basic but in the same way , complex .",pos
8,cv824,8838,9,"it has many themes , but the one rotates around luke skywalker ( mark hamill ) and his quest to become a jedi knight .",pos
8,cv824,8838,10,"his mission begins when a droid named r2-d2 plays back a secret message recorded by the beautiful princess leia ( carrie fisher ) , which tells him to contact the mysterious obi-wan kanoby ( alec guiness ) .",pos
8,cv824,8838,11,"he and kanoby then , joined by two inter-galactic renegades , hans solo ( harrison ford ) and chewbacca , and skywalker's two droids d2 and c3po ( the voice of anthony edwards ) , wage war upon the corrupt empire , commanded by an evil general ( peter cushing ) and the traitorous darth vader ( the voice of james earl jones ) .",pos
8,cv824,8838,12,skywalker defeats the evil empire by rising out of himself to embrace something larger : the force .,pos
8,cv824,8838,13,the film is obviously quite star-studded .,pos
8,cv824,8838,14,but how was lucas to know that ford would become one of the most sought after men in hollywood and jones' voice would appear so many more times in the future ?,pos
8,cv824,8838,15,it just happened to work out for him .,pos
8,cv824,8838,16,"the magic of star wars lies in the way that skywalker's triumph is symbolized by the audience's sense of becoming something larger than life itself-a universe of fans , young and old , recreating a movie atmosphere that will impress generations forever .",pos
8,cv824,8838,17,",",pos
8,cv825,5063,0,`strange days' chronicles the last two days of 1999 in los angeles .,pos
8,cv825,5063,1,"as the locals gear up for the new millenium , lenny nero ( ralph fiennes ) goes about his business of peddling erotic memory clips .",pos
8,cv825,5063,2,"he pines for his ex-girlfriend , faith ( juliette lewis ) , not noticing that another friend , mace ( angela bassett ) really cares for him .",pos
8,cv825,5063,3,"this film features good performances , impressive film-making technique and breath-taking crowd scenes .",pos
8,cv825,5063,4,director kathryn bigelow knows her stuff and does not hesitate to use it .,pos
8,cv825,5063,5,"but as a whole , this is an unsatisfying movie .",pos
8,cv825,5063,6,"the problem is that the writers , james cameron and jay cocks , were too ambitious , aiming for a film with social relevance , thrills , and drama .",pos
8,cv825,5063,7,"not that ambitious film-making should be discouraged ; just that when it fails to achieve its goals , it fails badly and obviously .",pos
8,cv825,5063,8,"the film just ends up preachy , unexciting and uninvolving .",pos
8,cv826,11834,0,"there's a thin line between satire and controversy , and mike nichols ( the birdcage , wolf ) has directed a sharp and very honest look at a us presidential election .",pos
8,cv826,11834,1,"based on the book written by "" anonymous "" ( actually former "" newsweek "" writer joe klein ) , john travolta plays governor jack stanton .",pos
8,cv826,11834,2,but he doesn't actually play stanton .,pos
8,cv826,11834,3,he plays bill clinton ; just the same as emma thompson no doubt plays the first lady and billy bob thorton is the campaign manipulator james carville ( although the credits will of course say otherwise ) .,pos
8,cv826,11834,4,"the film is taken from the perspective of henry burton ( adrian lester ) , a morally correct and somewhat hesitant new advisor to stanton .",pos
8,cv826,11834,5,"he searches for justice and dignity in the ugliest possible situations , and whether it be keeping the history of his boss' pants under wraps or contemplating digging up dirt on another politician , he approaches his work with a keen desire to skillfully serve his country and his fellow workers .",pos
8,cv826,11834,6,"richard jemmons ( billy bob thorton ) and daisy green ( maura tierney ) team up with henry as the would-be president's advisors , and hire lesbian veteran libby holden ( kathy bates ) as the campaign's eccentric "" tougher than dirt "" incriminator .",pos
8,cv826,11834,7,"together they face all sorts of sexual allegations , the irritatingly discourteous media and other witty politicians in the election race .",pos
8,cv826,11834,8,"in its satire and controversy , primary colors is a similar film to wag the dog : they both are not afraid to wipe their noses in the nitty-gritty and take a bold look at something that will never has honesty as a virtue .",pos
8,cv826,11834,9,"but whereas wag showed us how much affect a few people can have on the media , primary colors is much more concerned with fleshing out it's characters , letting us understand what they want and why , and making us truly appreciate the humanity and rectitude that they graciously represent .",pos
8,cv826,11834,10,seeing john travolta play bill clinton so confidently and justly is enough to make the film more than worth a look .,pos
8,cv826,11834,11,and the rest of the cast also make superb performances - adrian lester sharply portrays the intellect of henry whilst kathy bates is perfect as the robust and energetic libby holden .,pos
8,cv826,11834,12,"at occasions , you can't help but feel that these terrific characters are going to waste .",pos
8,cv826,11834,13,there are long slabs of time where john travolta ( unquestionably the most interesting to watch ) is missed from the screen ; and since it is awkwardly structured as henry's story we are often forced to watch scenes that perhaps are not so necessary to the central plot - or even the point of the film .,pos
8,cv826,11834,14,"having said that , make no mistake - primary colors is always enjoyable to watch .",pos
8,cv826,11834,15,but frequently we have to ask ourselves - exactly what are we watching ?,pos
8,cv826,11834,16,"most of the first half of its duration is a lightheaded look at melodramatic confrontations that seem so genuine we cannot help but laugh , but the way primary colors chooses to finish tackles aspects that are very contrary , and almost unsuitable , to the rest of the film .",pos
8,cv826,11834,17,"but as i mentioned before , there is a thin line between satire and controversy - and for the most part , primary colors delivers an entertaining indulgence of political matters combined with a far-from-overpowering look at winning the public's opinion .",pos
8,cv826,11834,18,"although at occasions the film may jump around a little too freely , focus is never lost on how important and vulnerable the subject matter really is .",pos
8,cv826,11834,19,"thankfully , it is clear to make the distinction on what is entertaining movie cosmetics and what is a provocative documentation of something so really it's scary .",pos
8,cv827,18331,0,it was only a matter of time before a dilbert-esque office comedy hit the screens .,pos
8,cv827,18331,1,"however , rather than coming from dilbert creator scott adams , office space is instead based on the work of another animator , mike judge , creator of beavis and butthead and king of the hill .",pos
8,cv827,18331,2,"in his live-action directoral debut , judge aptly spoofs corporate culture .",pos
8,cv827,18331,3,"the story is certainly not very involved , but there is plenty of truth and humor to fill the gaps .",pos
8,cv827,18331,4,peter ( ron livingston ) is a programmer working at the initech corporation .,pos
8,cv827,18331,5,every day in his mundane life is worse than the one before . . . in,pos
8,cv827,18331,6,"other words , every day is the worst day in his entire life .",pos
8,cv827,18331,7,"he's stuck in a boring job with eight different supervisors , all obsessed with administrative trivialities .",pos
8,cv827,18331,8,"he's smitten with joanna ( jennifer aniston ) , a local waitress , but hasn't the guts to even introduce himself .",pos
8,cv827,18331,9,"everything has simply made him a complete , nervous wreck .",pos
8,cv827,18331,10,"but all of that changes when , after an unintentionally over-effective visit to a hypnotherapist , peter loses all of his inhibitions .",pos
8,cv827,18331,11,he realizes his lifelong dream : to do absolutely nothing .,pos
8,cv827,18331,12,"he begins to blatantly disregard the nonsensical instructions of his boss , bill lumbergh ( gary cole ) , doing whatever he feels like .",pos
8,cv827,18331,13,"peter's friends and co-workers , samir ( ajay naidu ) and michael bolton ( david herman ) . . . no ,",pos
8,cv827,18331,14,"not that michael bolton , are perplexed by their friend's sudden change in attitude .",pos
8,cv827,18331,15,"but , they have larger things to worry about : rumors about that initech is about to begin downsizing . . .",pos
8,cv827,18331,16,"as bleak as much of this sounds , let me assure you that office space is a comedy , and quite a funny one .",pos
8,cv827,18331,17,"although it shares the same absurdist office humor of the dilbert comic strip , office space is actually based loosely on the series of milton cartoons which aired on saturday night life .",pos
8,cv827,18331,18,"each mundane detail , taken by itself , seems completely , regrettably , plausible .",pos
8,cv827,18331,19,"yet , when combined into a whole , the picture which results is absolutely surreal .",pos
8,cv827,18331,20,"ron livingston tackles his role straight-faced , and becomes much funnier because of it .",pos
8,cv827,18331,21,"his character isn't simply being a clown lampooning around the office , but rather seems possessed by a zen-like clarity .",pos
8,cv827,18331,22,"he is operating on a higher plane , where everything suddenly makes sense , and from this vantage point , he allows the audience to smirk at the absurdities of life .",pos
8,cv827,18331,23,"anyone who has had to deal with the inefficiencies of corporate bureaucracy , or who has ever been frustrated with the technology of modern life , will recognize many of the characters and situations in the film .",pos
8,cv827,18331,24,"in fact , in addition to being wildly humorous , the film may actually prove to be cathartic .",pos
8,cv827,18331,25,the animated roots of office space show in the film's lack of complexity .,pos
8,cv827,18331,26,most of the characters in the film can be quickly summarized by a particular personality quirk .,pos
8,cv827,18331,27,"one employee , milton ( stephen root ) , is practically a flesh-and-blood cartoon .",pos
8,cv827,18331,28,"however , despite their simple nature , the characters still manage to be surprisingly funny .",pos
8,cv827,18331,29,it's not required to have a corporate background to enjoy this film ( though the situations may seem exceedingly far-fetched if you are unfamiliar with just how close to reality they really are ) .,pos
8,cv827,18331,30,"the film is flimsy and absurd , but also very funny .",pos
8,cv828,19831,0,"all those who were offended by there's something about mary should not tread in the waters of american pie , a gratuitously sexual rollercoaster ride of raunch .",pos
8,cv828,19831,1,"and while this uproariously funny , gross-out summer movie is basically an exercise in bad taste , it also demonstrates a surprising sweetness in the end .",pos
8,cv828,19831,2,american pie is the latest entry to the offensive teenage-targeted fare this season .,pos
8,cv828,19831,3,i must question the studio that releases a movie like this .,pos
8,cv828,19831,4,"the producers are aiming these films at the 15-24 crowd , but while pushing the limit of possible sex and violence in an r-rated film .",pos
8,cv828,19831,5,"some have even been narrowly avoiding the dreaded nc-17 , a rating the mpaa gives when the adult content surpasses even that of a restricted movie .",pos
8,cv828,19831,6,"american pie was threatened with an nc-17 , but after snipping a few scenes from the finished product , it was given an r . but at least this new addition is not as careless and unforgiving as something like south park .",pos
8,cv828,19831,7,"it is sick , perverse , and ultimately disgusting - not to mention extremely funny .",pos
8,cv828,19831,8,american pie is about four desperate teenagers who make a pact to lose their virginity by prom night .,pos
8,cv828,19831,9,"jim ( jason biggs ) , kevin ( thomas ian nicholas ) , oz ( chris klein ) and finch ( eddie kaye thomas ) are a quartet of high school students in their senior year who think sex is something they must experience to be successful in their lives ahead .",pos
8,cv828,19831,10,"jim inquires what it feels like when you reach third base , to which one of his friends replies : `like warm apple pie . . . ' .",pos
8,cv828,19831,11,"of course , this prompts the scene unfairly exposed in the trailers , in which jim and a freshly baked pie have a very intimate moment in the kitchen corner .",pos
8,cv828,19831,12,"there are many moments , such as this , in which director paul weitz uses a game-plan similar to the one frequently displayed in mary : to cause the audience to break down laughing in disgusting disbelief .",pos
8,cv828,19831,13,american pie is a hard-fought effort that has replenishing rewards if you manage to stick with it .,pos
8,cv828,19831,14,i loved the young cast in this movie .,pos
